mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
NSI1042-DSWR,C3445856,ORDERABLE,NOVOSENSE,"iso CAN transceiver SO-16 (R5-H HOLD CLOSED at R7: datasheet Rev 1.3 package drawing + pin table AGREE for the -DSWR suffix — VDD1=1, GND1=2/8, RXD=3, TXD=6, GND2=9/10/15, CANL=12, CANH=13, pin 11 NC — exactly the map the sheets already carry; external reviewer independently verified)","NSI1050-DSWR",dcdc,1,81,60,52.8,48,60,48,UCAN
CER-25W-33R-AX,,CLASS,TE/local,"33 Ω 25 W ceramic pulse resistor, axial (AC precharge; R5-G: the ohms now live in the ORDER CODE — a class-only p/n let purchasing buy any value; HR-14: pulse energy scales ×3.6 with SKU C — 50 W variant per-SKU via skuOverride; T-05)","SQP25 33R",acdc,2,37.8,28,24.6,22.4,56,45,RPRE1 RPRE2
GDT-3k5-20kA,,CLASS,Bourns/eq,"gas discharge tube 3.5 kV (L-PE surge path, HR-7)","Littelfuse CG3",acdc,3,24.3,18,15.8,14.4,54,43,GDT1 GDT2 GDT3
FILM-100n-250,,CLASS,Faratronic,"100 nF 250 V film (Vienna RCD clamp)","MLCC 250V",acdc,3,24.3,18,15.8,14.4,54,43,CA0C CB0C CC0C
SQP-10R-25W,,CLASS,local,"10 Ω 25 W wirewound pulse, axial, series L ≤ 10 µH (E65 CX2-node series-RC damper RDMPx)","any",acdc,3,21.6,16,14.1,12.8,48,38,RDMP1 RDMP2 RDMP3
CONN-CARD-88-H,,CLASS,any 2×44 0.1in,"88-way 2×44 2.54 mm card interface, PIN HEADER side (power board), keyed","Samtec TSW-144-xx-x-D class",dcdc,1,60.8,45,39.6,36,45,36,JB
TLP152,C17255258,ORDERABLE,Toshiba/eq,"opto gate driver (isolated bus-discharge control, default-OFF — CB-11)","1ED31xx lite",acdc,1,56.7,42,37,33.6,42,34,UQD
TPS3430WDRCR,C2870545,ORDERABLE,TI/eq,"external windowed watchdog SOT-23-6: VDD/GND/WDI/WDO/SET straps (HR-13 — symbol now carries supply + window pins; strap values per datasheet at A6/§K)","MAX6753",card,1,47.3,35,30.8,28,35,28,USUPCARD
TPS54202DDCR,C191884,ORDERABLE,TI/eq,"15→3.3 V 2 A sync buck SOT-23-6 (CB-17/18 — replaces the thermally-impossible 15 V-fed LDO; on the card since the split, exporting V3P3 over the 88-way)","MP2451/SY8113",acdc+card,2,20.3,15,13.2,12,30,24,UBKA UBKCARD
NCP1252DDR2G,,ORDERABLE,onsemi,"current-mode flyback controller, RT-set 65 kHz (66.5 kΩ, datasheet Rev 9), SOIC-8. R6-G: D-suffix REPLACES the drawn A — the A version has a mandatory 120 ms pre-soft-start delay with only 1.0 V UVLO hysteresis, and the 940 k startup feed (0.59 mA) minus ICC (1.4–2.2 mA) crashes VCC in 28–60 ms → cold start would HICCUP FOREVER. D: no delay, VCC(on) 14 V / 5.0 V hysteresis, DCmax 45.6% vs the 22% worst duty this DCM flyback needs at the 321 V brown-in. Startup budget: ≈5.6 mA × 60 ms soft-start+takeover = 336 µC → CVCC ≥ 67 µF → 220 µF fitted (3× margin, cold-start ≈ 5–6 s at 565 V precharged bus — boot-time spec note, firmware-guide)","UCC28C43 + RT/CT & BO rework",acdc,1,32.4,24,21.1,19.2,24,19,UAUX
CC0805KRX7R9BB104,,CLASS,any,"filter/decoupling MLCC 0402–0805 100nF (0805 land)","any",acdc+dcdc+card,47,0.7,0.5,0.4,0.4,24,19,CA0GBV CB0GBV CC0GBV CQD CV1VA CV1VB CV2VA CV2VB CV3VA CV3VB CBPVA CBPVB
CC1812JKNPODBN101,C577319,ORDERABLE,any MLCC,"100 pF 1 kV C0G 1812 (Vienna snubber, E28 re-size: CV²f = 0.86 W)","film 630V",acdc,3,9.5,7,6.2,5.6,21,17,CA0SN CB0SN CC0SN
RC1206FR-7W4R7L,C859161,ORDERABLE,any thick-film HP,"gate resistor 1206, 0.5 W-rated (4.7/2.2 Ω per E5/E6 — MR-16: LLC R_on dissipates ~0.2 W at 140 kHz; standard 0.25 W part runs 80%) 4.7","2× 0805 parallel",acdc+dcdc,10,2.7,2,1.8,1.6,20,16,RA0GON RA0GOFF RB0GON RB0GOFF RC0GON RC0GOFF R1HON R1LON R2HON R2LON
PS122WF4702T4E,C2793932,REVIEW,KOA/UniOhm,"47 kOhm 2512 2 W anti-surge HV, Umax >= 250 V, 2-series per position (artificial-star network)","any HV anti-surge",acdc,6,4.3,3.2,2.8,2.6,19,16,RNS1A RNS1B RNS2A RNS2B RNS3A RNS3B
CRM2512-FX-10R0ELF,C840605,ORDERABLE,any,"10 Ω 2512 2 W (Vienna snubber — E28: 0.86 W actual)","any",acdc,3,8.1,6,5.3,4.8,18,14,RA0SN RB0SN RC0SN
ULN2803A,C2865085,ORDERABLE,any,"8-ch relay coil driver SOIC-18 (unused inputs grounded, MR-8)","TBD62083",acdc+dcdc,2,12.2,9,7.9,7.2,18,14,UPA ULB
B4B-PH-K-S,C131334,ORDERABLE,JST,"fan header 4-way (fan p/n must accept 3.3 V PWM — MR-9; 3/4 fitted at 120 kW, HR-17)","any",acdc,3,8.1,6,5.3,4.8,18,14,JFAN1 JFAN2 JFAN3
LED-2DIG-0.56CC,C9900021773,REVIEW,any,"2-digit 7-seg 0.56" common-cathode (HMI)","any",dcdc,1,24.3,18,15.8,14.4,18,14,DISP1
US1M,C412437,ORDERABLE,Yageo/MDD,"1 kV 1 A fast diode SMA (DESAT chain)","M7/US1M any",acdc+dcdc,14,1.6,1.2,1.1,1,17,14,DA0GS1 DA0GS2 DB0GS1 DB0GS2 DC0GS1 DC0GS2 D1HS1 D1HS2 D1LS1 D1LS2 D2HS1 D2HS2
TLV3202-class,,CLASS,TI/3PEAK,"dual 40 ns push-pull comparator SOIC/VSSOP-8, 2.7–5.5 V (E65 F.11 window: trips above F11_VH and below F11_VL, diode-OR onto FLT = HRTIMER_FLT2)","TS3022 / LMV7239 ×2",dcdc,1,21.6,16,14.1,12.8,16,13,U1W
B2B-PH-K-S,C20504437,ORDERABLE,JST,"2-way header (NTC/term)","any",acdc+dcdc,5,4.1,3,2.6,2.4,15,12,JTPFC JTINL JTLLC JTXFR JTERM
RC0805FR-0710KL,C84376,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 10k","any",acdc+dcdc+card,34,0.5,0.4,0.4,0.3,14,10,RKFBP RA0GPD RB0GPD RC0GPD RQDPD RTPFCP RTINLP RBEFB RBKF2A RM24B RM15B RFT1
ARG05BTC6801,C3033907,ORDERABLE,UniOhm,"divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 6.8k","any 0.1%",acdc+dcdc,5,3.4,2.5,2.2,2,13,10,RBPDL RBMDL ROADL ROBDL ROVDL
GR227M035F12RR0VL4FP0,C45078,ORDERABLE,Aishi,"220 µF 35 V","any",acdc,3,5.4,4,3.5,3.2,12,10,CAUX24 CAUX15 CVCC
R2512-11k-2W-AS,,CLASS,KOA/UniOhm,"11 kΩ 1 % 2512 2 W anti-surge, ≥200 V working (aux RCD clamp 3-series = 33 k — E65: ≤0.94 W/part at full load and 5 µH leakage, ≤158 V/part at the 860 V limit-current event) [est ₹4 @1k, same family as R2512-47k-HV-AS]","any 2 W anti-surge 2512",acdc,3,5.4,4,3.5,3.2,12,10,RCLA1 RCLA2 RCLA3
CYA0630-10UH,C5189958,ORDERABLE,any shielded,"10 µH 3 A shielded power inductor (3V3 buck)","any",acdc+card,2,8.1,6,5.3,4.8,12,10,LBKA LBKCARD
TLV9061IDBVR,C398358,ORDERABLE,TI/3PEAK,"rail-to-rail op-amp (AVMID buffer, E31)","LMV321",card,1,16.2,12,10.6,9.6,12,10,UAVB
CL05A105KO5NNNC,,CLASS,any,"1 µF 0805 (driver bias) 1uF (0402 land)","any",acdc+dcdc,14,1.1,0.8,0.7,0.6,11,8,CA0GB1 CA0GB2 CB0GB1 CB0GB2 CC0GB1 CC0GB2 C1HB1 C1HB2 C1LB1 C1LB2 C2HB1 C2HB2
R0805-2R2,,CLASS,any thick-film,"per-device series gate R for paralleled SiC — BOTH branches incl. the original device (E41/E44 pairs; R5-E symmetry)","any",acdc+dcdc,20,0.7,0.5,0.4,0.4,10,8,RGA0A2 RGA0B2 RGA0A1 RGA0B1 RGB0A2 RGB0B2 RGB0A1 RGB0B1 RGC0A2 RGC0B2 RGC0A1 RGC0B1
R2512-HV,,CLASS,UniOhm,"2512 HV-rated 1 % (aux startup/brown-in — 2-series per 860 V)","any 500V-rated",acdc,4,3.4,2.5,2.2,2,10,8,RAUXST1 RAUXST2 RBR1A RBR1B
PP-10n-1200,,CLASS,Faratronic,"10 nF 1200 V film (aux RCD clamp)","MLCC 1kV ×2",acdc,1,12.2,9,7.9,7.2,9,7,CCLA
SR1206FR-7W2R2L,C873951,ORDERABLE,any thick-film HP,"gate resistor 1206, 0.5 W-rated (4.7/2.2 Ω per E5/E6 — MR-16: LLC R_on dissipates ~0.2 W at 140 kHz; standard 0.25 W part runs 80%) 2.2","2× 0805 parallel",dcdc,4,2.7,2,1.8,1.6,8,6,R1HOFF R1LOFF R2HOFF R2LOFF
ACT45B-510-2P-TL003,C55213551,ORDERABLE,any,"CAN common-mode choke","any",dcdc,1,10.8,8,7,6.4,8,6,LCAN
B4B-PH-K-S,C131334,ORDERABLE,JST,"CAN connector 4-way","any",dcdc,1,10.8,8,7,6.4,8,6,JCAN
PZ254V-11-05P,C492404,ORDERABLE,any,"SWD/boot header (EOL programming — CB-13; LV-only test state §45)","TC2030 pads",card,1,10.8,8,7,6.4,8,6,JSWDCARD
74HC11,C5524384,ORDERABLE,any,"triple 3-input AND (gate-enable wired-AND, E27)","74LVC1G11 ×1",card,1,10.8,8,7,6.4,8,6,UANDCARD
RT0805BRD0711K5L,C865153,ORDERABLE,UniOhm,"divider bottom 0.1% (6.8 k unipolar / 11.5 k AC) 11.5k","any 0.1%",acdc,3,3.4,2.5,2.2,2,8,6,RV1DL RV2DL RV3DL
CC0805KRX7R9BB102,,CLASS,any,"filter/decoupling MLCC 0402–0805 1nF (0805 land)","any",acdc+dcdc+card,12,0.7,0.5,0.4,0.4,6,5,CA0F CB0F CC0F CBPDF CBMDF CFBF COADF COBDF COVDF CWDCARD CRSTCARD CFLTC
TAB-M4,,CLASS,local,"discharge FET heatsink tab stud","—",acdc,1,8.1,6,5.3,4.8,6,5,QDIS
US2G,C49263,ORDERABLE,MDD/Yageo,"400 V 2 A ultrafast SMB (aux 15 V / self-supply rectifiers — CB-19: PIV ≈ 157 V + ring)","MURS240",acdc,2,4.1,3,2.6,2.4,6,5,DAUX15 DAUXVC
TACT-6x6,C318884,REVIEW,any,"tactile switch 6×6 (HMI; pinout pairing VERIFY at BOM freeze, MR-10)","any",dcdc,2,4.1,3,2.6,2.4,6,5,SW1 SW2
US3M,C3039981,ORDERABLE,onsemi/MDD (MURS340 class),"400 V 3 A ultrafast, SMC pad (aux 24 V rectifier — CB-19: PIV ≈ 176 V + leakage ring; 100 V Schottky avalanched)","ES3 series 400 V",acdc,1,6.8,5,4.4,4,5,4,DAUX24
74HC02D,,ORDERABLE,any,"quad NOR SOIC-14 (R4-8 hardware S/P exclusion — KSER coil = KSER ∧ ¬(KPARA∨KPARB); every destructive matrix state involves KSER; E67 retired the pre-insertion second stage with the pre-insertion pair)","any",dcdc,1,6.8,5,4.4,4,5,4,UEXCL
CL21B105KBFNNNE,C28323,ORDERABLE,any,"1 µF 0805 bulk on module-fed floating rails (R5-C: Bias5/shunt-amp/CAN 5 V) 1uF","any",acdc+dcdc,6,1.1,0.8,0.7,0.6,5,4,C5BAC C5BBUS CSHB C5BBKA C5BBKB CCB5
R2512-0R36-1W-1%,,CLASS,any,"0.47 Ω 1% 1 W 2512 resonant-CT burden (E67 full bridge: F.11 140 A pk = 0.66 V above AVMID; observable to 345 A, past the 328 A monitor peak 3 µs after an internal short; 78 A rms class → 0.29 W) [E67: F.11 180 A pk = 0.65 V above AVMID; observable to 450 A vs the 417 A +3 µs monitor peak; 1.0 A rms → 0.36 W]","2× 1206 0R91 parallel",dcdc,1,5.5,4.1,3.6,3.3,4,3,R1CT
PESD1CAN,C143073,ORDERABLE,Nexperia/eq,"CAN TVS","any",dcdc,1,5.4,4,3.5,3.2,4,3,TVSCAN
74HC595,C19192516,ORDERABLE,any,"shift register SOIC-16 (HMI segments)","TPIC6C595",dcdc,1,5.4,4,3.5,3.2,4,3,USR1
CC0603KRX7R9BB104,C14663,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 100nF","any",card,8,0.7,0.5,0.4,0.4,4,3,CCARDD0 CCARDD1 CCARDD2 CCARDD3 CCARDD4 CCARDA2 CCARDVR CSFCARD
R0603-10k,,CLASS,any,"10 kΩ 0603 card-interface pull-down (board-side default-OFF on GATE_EN/EN/DO ways — CARD_RULES/E27)","any",acdc+dcdc,13,0.4,0.3,0.3,0.2,4,3,RPD0 RPD1 RPD2 RPD3 RPD4 RPD5 RPD6 RPDB0 RPDB1 RPDB2 RPDB3 RPDB4
RC0805FR-0747KL,C126351,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 47k","any",acdc,9,0.5,0.4,0.4,0.3,4,3,RBALT0A RBALT0B RBALB0A RBALB0B RBALT1A RBALT1B RBALB1A RBALB1B RM15A
R-small,,CLASS,any,"small-signal resistor 0402–0805 (pulls/filters/feedback)","any",acdc+dcdc+card,9,0.5,0.4,0.4,0.3,4,3,RAUXRT REN2A RM24A RPVBA RPVBB RF11H RF11M RF11L REN2CARD
RC0805FR-0710KL,C84376,ORDERABLE,any,"10 kΩ gate-source 10k","any",acdc+dcdc,7,0.7,0.5,0.4,0.4,4,3,RA0GGS RB0GGS RC0GGS R1HGS R1LGS R2HGS R2LGS
RC0805FR-07100RL,C105577,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 100","any",acdc+dcdc,8,0.5,0.4,0.4,0.3,3,2,RA0GDS RB0GDS RC0GDS RQDG R1HDS R1LDS R2HDS R2LDS
1N4148WS,C2128,ORDERABLE,any,"clamp diode SOD-323 (to 3V3)","BAS316",acdc+dcdc,8,0.5,0.4,0.4,0.3,3,2,DA0P DA0N DB0P DB0N DC0P DC0N D1CP D1CN
SMBJ26A,C127562,ORDERABLE,any,"TVS 26 V uni SMB (V24 rail clamp — MR-17 FB-open fault)","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS24
SMBJ16A,C151859,ORDERABLE,any,"TVS 16 V uni SMB (V15 rail clamp — MR-17)","any",acdc,1,4.1,3,2.6,2.4,3,2,DTVS15
R2512-R05-1W-1%,,CLASS,any current-sense,"50 mΩ 1 % 1 W 2512 in the V24 distribution after CAUX24 (E65: holds a V24 hard-short loop ≥100 mΩ so the NCP1252D min-on-time ratchet stays ≤80 % of Bsat(130 °C) for the 10–20 ms before the fault latch; 0.29 W at 2.4 A) [est ₹3 @1k]","any 2512 CS 1 W",acdc,1,4.1,3,2.6,2.4,3,2,RAUX24
R1206-R28-1%-0.5W,,CLASS,any current-sense,"0.28 Ω 1% 0.5 W 1206 current-sense (aux cycle-by-cycle limit — E65: with CCSF 100 pF the worst FCS margin at full load is 8 % and the limit flux 71 % of Bsat 130 °C; 0.19 W worst)","any CS 1206",acdc,1,3.4,2.5,2.2,2,3,2,RAUXCS
RC0805FR-071KL,C95781,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 1k","any",acdc+dcdc,6,0.5,0.4,0.4,0.3,2,2,RA0F RB0F RC0F RCSF RROLEB R1CF
R2010-1k-0.75W-1%,,CLASS,any thick-film,"1 kΩ 0.75 W 2010, PV-driver LED feed (R8: ≥10 mA guaranteed-point drive held to the 13.5 V rail floor; 0.24 W worst = 31%)","2× 510R 1206 series",dcdc,2,1.6,1.2,1.1,1,2,2,RPVLA RPVLB
RC0805FR-07220RL,,CLASS,any,"220 Ω segment 220 (0805 land)","any",dcdc,8,0.4,0.3,0.3,0.2,2,2,RSEG0 RSEG1 RSEG2 RSEG3 RSEG4 RSEG5 RSEG6 RSEG7
RC0805FR-07100KL,C96346,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 100k","any",acdc+card,5,0.5,0.4,0.4,0.3,2,2,RAUXG REN1A RENRCARD RENLCARD REN1CARD
S8050,C2146,ORDERABLE,CJ,"NPN SOT-23 (QAUXFB: R4-3 opto-emulating FB pull-down · QPVD: R7-B low-side switch for the PV-driver LEDs at the guaranteed 10 mA point)","MMBT2222",acdc+dcdc,4,0.5,0.4,0.4,0.3,2,1,QAUXFB QPVD QDIG1 QDIG2
CC0805JRNPO9BN220,,CLASS,any,"22 pF 0603 C0G (DESAT blank, LLC ZVS turn-on — E60: 1.44 µs vs the 2 µs discrete-SiC SCWT class; the 100 pF computed 3.39 µs) 22pF (0805 land)","any C0G",dcdc,4,0.5,0.4,0.4,0.3,2,1,C1HBL C1LBL C2HBL C2LBL
CC0805KRX7R9BB103,,CLASS,any,"filter/decoupling MLCC 0402–0805 10nF (0805 land)","any",acdc,3,0.7,0.5,0.4,0.4,2,1,CV1DF CV2DF CV3DF
CL21A106KAYNNNE,C15850,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 10uF","any",acdc+card,3,0.7,0.5,0.4,0.4,2,1,CBKIA CBKICARD CAVO
CC0805JRNPO9BN470,,CLASS,any,"47 pF 0603 C0G (DESAT blank, Vienna hard turn-on — E60: NSI66x1A worst response 2.21 µs vs the 4.2 µs SCWT class, ≥0.8 µs blank) 47pF (0805 land)","any C0G",acdc,3,0.5,0.4,0.4,0.3,1,1,CA0GBL CB0GBL CC0GBL
RC0805FR-072K2L,C114561,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 2.2k","any",acdc+dcdc,3,0.5,0.4,0.4,0.3,1,1,RZFB RDIG1 RDIG2
RC1206FR-0718RL,,CLASS,any,"22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) [E60: F.01 155 A pk = 2.77 V, ceiling 225 A] 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RA0B
RC1206FR-0718RL,,CLASS,any,"22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RB0B
RC1206FR-0718RL,,CLASS,any,"22 Ω line-CT burden 1% (E60: F.01 120 A pk = 2.71 V; observable to 184 A through the D1 soft-sat 3 µs race; 55 A rms → 0.48 V rms metering. History: R3 27 Ω saw only to 150 A) 18","any",acdc,1,1.6,1.2,1.1,1,1,1,RC0B
GRM21BR61C226ME44L,C86817,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 22uF","any",acdc+card,2,0.7,0.5,0.4,0.4,1,1,CBKOA CBKOCARD
RC1206FR-071ML,,CLASS,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 1M (1206 land)","any",acdc+dcdc,2,0.5,0.4,0.4,0.3,1,1,RPET RCGB
BZT52C15,,ORDERABLE,any,"15 V zener SOD-123 (R4-3: primary-side regulation reference — VCC regulates at VZ+VBE ≈ 15.7 V, aux winding tracks the rails)","MMSZ5245B",acdc,1,1.1,0.8,0.7,0.6,1,1,DZAUX
RC0805FR-0745K3L,C273885,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 45.3k","any",acdc+card,2,0.5,0.4,0.4,0.3,1,1,RBKF1A RBKF1CARD
RC0805FR-074K7L,C60816,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7k","any",dcdc+card,2,0.5,0.4,0.4,0.3,1,1,RPVDB RFLTC
GZ2012D601TF,C1017,ORDERABLE,any,"ferrite bead 600 Ω@100 MHz (VDDA feed — MR-7)","any",card,1,1.1,0.8,0.7,0.6,1,1,FBCARDA
BAT54A,,CLASS,any,"dual Schottky SOT-23 common anode (E65 F.11 window comparator diode-OR onto the FLT wire-OR)","BAT54AW",dcdc,1,0.8,0.6,0.5,0.5,1,1,D1W
CC0603JRNPO9BN101,C14665,ORDERABLE,any,"100 pF 0603 C0G ±5 % (aux CS filter — E65: 1 k ∥ 26.5 k ramp R → 96 ns lag; the 470 pF X7R part let the limit overshoot 1.5 A at 860 V) 100pF","any C0G",acdc,1,0.7,0.5,0.4,0.4,1,0,CCSF
CC0805JRNPO9BN221,,CLASS,any,"filter/decoupling MLCC 0402–0805 220pF (0805 land)","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,C1CF
CC1206KRX7R9BB472,C107208,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 4.7nF","any",dcdc,1,0.7,0.5,0.4,0.4,1,0,CCGB
CL21B105KBFNNNE,C28323,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 1uF","any",card,1,0.7,0.5,0.4,0.4,1,0,CCARDA1
CC0805KRX7R9BB222,C107146,ORDERABLE,any,"filter/decoupling MLCC 0402–0805 2.2nF","any",card,1,0.7,0.5,0.4,0.4,1,0,CAVF
RC0805FR-07330RL,C110440,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 330","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RQDL
RC0603FR-077K5L,,CLASS,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 7.5k","any",acdc,1,0.5,0.4,0.4,0.3,0,0,RBR2
RC1206FR-07120RL,C114928,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 120","any",dcdc,1,0.5,0.4,0.4,0.3,0,0,RTERM
RC0805FR-074R7L,C137513,ORDERABLE,any,"small-signal resistor 0402–0805 (pulls/filters/feedback) 4.7","any",card,1,0.5,0.4,0.4,0.3,0,0,RAVI
RC0805JR-070RL,C96345,ORDERABLE,any,"card FLT wired-OR pull-up 4.7 k 0603 / AGND–DGND 0 Ω 0805 single-point tie (card-split rescue) 0R","any",card,1,0.5,0.4,0.4,0.3,0,0,RAGTC
BIAS-XFMR-SET,,CUSTOM,custom,"BIAS-XFMR multi-secondary set (E23) — RETIRED at 10k volume (modules permanent, E23 rev B)","—",acdc+dcdc,2,0,0,0,0,0,0,
MECH,,MECH,—,"PCB-ACDC 6L 440×500","—",module,1,1438,1250,1163,1088,1250,1088,
MECH,,MECH,—,"PCB-DCDC 6L 440×500","—",module,1,1667,1450,1349,1262,1450,1262,
MECH,,MECH,—,"Heatsink extrusions (2, sandwich outer faces — 40 kW fin stock)","—",module,1,2012,1750,1628,1523,1750,1523,
MECH,,MECH,—,"Fans 120×38 PWM (3.3 V-PWM p/n, dual-ball-bearing, L10 ≥70 kh @40 °C, IP55, −30…+70 °C — E52/E60 field-reliability spec; IP55 premium at RFQ)","—",module,3,322,280,260,244,840,731,
MECH,,MECH,—,"Enclosure sheet metal + hardware","—",module,1,1150,1000,930,870,1000,870,
MECH,,MECH,—,"Busbars/interconnect studs + harness (busbar-calc)","—",module,1,931,810,753,705,810,705,
MECH,,MECH,—,"NTC sensor assemblies (insulated tip spec, E25)","—",module,4,21,18,17,16,72,63,
MECH,,MECH,—,"TIM/insulators/fasteners","—",module,1,437,380,353,331,380,331,
MECH,,MECH,—,"Magnetics bond kit (E65 → E67): 3 W/mK silicone gap pads on BOTH yoke faces of the two 3-set D3 cells and the D2 to the upper/lower extrusion webs + clamp bars, end turns potted to the web (≥0.8 W/mK silicone), CTE-compliant; VPI is in the part price — three parts, was six","—",module,1,437,380,353,331,380,331,
MECH,,MECH,—,"D1 choke mount kit (E65 D1): per stack — fiberglass-reinforced silicone gap pad 1.0 mm ≥3 W/mK (≥5 kVAC ASTM D149, basic insulation to the PE-bonded web), GF-PPS insulating clamp cap + bore sleeve (basic insulation winding↔bolt), M6 A4 bolt + Belleville + nut, 2-point glass banding; the bonded end face is the D1 cooling path [est: pad ₹45, cap+sleeve ₹42, hardware+banding ₹18]","—",module,3,121,105,98,91,315,274,
MECH,,MECH,—,"Conformal coating (acrylic, both boards + card — E52/A11 rev B baseline)","—",module,1,391,340,316,296,340,296,
MECH,,MECH,—,"Assembly + calibration + EOL test","—",module,1,2243,1950,1814,1697,1950,1697,
TOTAL_ELECTRONIC,,,,,,,,,,,,36280,28791,
TOTAL_MODULE,,,,,,,,,,,,46817,37958,
